,Codigo,lon,lat,Profundidad,Flujo_calor,Pesos,Flux_x_wts,geometry,Sed_thickness (m),Age (Ma)
295,KN4.7,-86.0882,0.6234555555,-2706.0,536.0,0.20919566720372668,112.12887762119749,POINT (-86.0882 0.6234555555),62.0,3.0
296,KN4.8,-86.08624999999998,0.6225166664999999,-2698.0,360.0,0.20919566720372668,75.31044019334159,POINT (-86.08624999999998 0.6225166664999999),62.0,3.0
297,KN5.1,-86.18430000000002,1.0058333335,-2781.0,268.0,0.20919566720372668,56.064438810598745,POINT (-86.18430000000002 1.0058333335),30.0,1.5
298,KN5.10,-86.18625,0.867622222,-2638.0,494.0,0.20919566720372668,103.34265959864098,POINT (-86.18625 0.8676222220000001),24.0,1.9
299,KN5.11,-86.18430000000002,0.8529166665000001,-2636.0,331.0,0.20919566720372668,69.24376584443353,POINT (-86.18430000000002 0.8529166665000001),24.0,1.9
300,KN5.2,-86.17249999999999,0.9833166665,-2831.0,159.0,0.20919566720372668,33.26211108539254,POINT (-86.17249999999999 0.9833166665),24.0,1.5
301,KN5.3,-86.17249999999999,0.95875,-2711.0,134.0,0.20919566720372668,28.032219405299372,POINT (-86.17249999999999 0.95875),24.0,1.5
302,KN5.4,-86.17249999999999,0.95,-2685.0,297.0,0.20919566720372668,62.13111315950682,POINT (-86.17249999999999 0.95),24.0,1.5
303,KN5.5,-86.1833,0.9244444445,-2715.0,460.0,0.20919566720372668,96.23000691371428,POINT (-86.1833 0.9244444445),24.0,1.9
304,KN5.6,-86.18529999999998,0.917622222,-2724.0,360.0,0.20919566720372668,75.31044019334159,POINT (-86.18529999999998 0.917622222),24.0,1.9
305,KN5.7,-86.1833,0.9039055555,-2681.0,573.0,0.20919566720372668,119.86911730773537,POINT (-86.1833 0.9039055555),24.0,1.9
306,KN5.8,-86.1833,0.8920666665000001,-2717.0,63.0,0.20919566720372668,13.17932703383478,POINT (-86.1833 0.8920666665000001),24.0,1.9
307,KN5.9,-86.17344999999997,0.8754333335,-2715.0,209.0,0.20919566720372668,43.72189444557888,POINT (-86.17344999999997 0.8754333335),24.0,1.9
308,KN6.1,-86.12344999999998,0.6362333335,-2768.0,84.0,0.20919566720372668,17.57243604511304,POINT (-86.12344999999998 0.6362333335),62.0,2.6
309,KN6.2,-86.12055000000002,0.6352944444999999,-2758.0,109.0,0.20919566720372668,22.80232772520621,POINT (-86.12055000000002 0.6352944444999999),62.0,2.6
310,KN6.3,-86.10584999999998,0.6333166665,-2792.0,126.0,0.20919566720372668,26.35865406766956,POINT (-86.10584999999998 0.6333166665),62.0,3.0
311,KN6.4,-86.101,0.6352944444999999,-2760.0,113.0,0.20919566720372668,23.639110394021117,POINT (-86.101 0.6352944444999999),62.0,2.6
312,KN6.5,-86.08914999999998,0.6254333335,-2766.0,159.0,0.20919566720372668,33.26211108539254,POINT (-86.08914999999998 0.6254333335),62.0,3.0
313,KN7.1,-85.98719999999996,0.5009888889999999,-2865.0,218.0,0.20919566720372668,45.60465545041242,POINT (-85.98719999999996 0.5009888889999999),80.0,3.3
314,KN7.2,-85.98819999999998,0.506822222,-2863.0,201.0,0.20919566720372668,42.04832910794906,POINT (-85.98819999999998 0.506822222),80.0,3.3
315,KN7.3,-85.99015,0.518611111,-2852.0,247.0,0.20919566720372668,51.67132979932049,POINT (-85.99015 0.518611111),80.0,3.3
316,KN7.4,-86.0,0.5343055554999999,-2829.0,251.0,0.20919566720372668,52.508112468135394,POINT (-86 0.5343055554999999),80.0,2.9
317,KN7.5,-86.0,0.5420666665,-2786.0,389.0,0.20919566720372668,81.37711454224967,POINT (-86 0.5420666665),80.0,2.9
318,KN7.6,-86.00195,0.5519277779999999,-2768.0,335.0,0.20919566720372668,70.08054851324843,POINT (-86.00194999999999 0.5519277779999999),80.0,2.9
319,KN7.7,-86.00195,0.5686111110000001,-2813.0,184.0,0.20919566720372668,38.49200276548571,POINT (-86.00194999999999 0.5686111110000001),57.0,2.9
320,KN8.1,-86.0068,0.6009888889999999,-2754.0,820.0,0.20919566720372668,171.54044710705588,POINT (-86.0068 0.6009888889999999),57.0,2.9
321,KN8.2,-86.0068,0.6039055555,-2726.0,674.0,0.20919566720372668,140.99787969531178,POINT (-86.0068 0.6039055555),57.0,2.9
322,KN8.3,-86.0068,0.6166833335,-2687.0,850.0,0.20919566720372668,177.81631712316764,POINT (-86.0068 0.6166833335),57.0,2.9
323,KN8.4,-86.00874999999998,0.6333166665,-2715.0,582.0,0.20919566720372668,121.7518783125689,POINT (-86.00874999999998 0.6333166665),57.0,2.9
324,KN8.5,-86.0167,0.637222222,-2715.0,565.0,0.20919566720372668,118.19555197010557,POINT (-86.0167 0.637222222),57.0,2.6
325,KN8.6,-86.01859999999998,0.650988889,-2698.0,565.0,0.20919566720372668,118.19555197010557,POINT (-86.01859999999998 0.650988889),38.0,2.6
326,KN8.7,-86.01859999999998,0.6548444445,-2691.0,1126.0,0.20919566720372668,235.55432127139625,POINT (-86.01859999999998 0.6548444445),38.0,2.6
327,KN8.8,-86.01859999999998,0.6666833335,-2708.0,728.0,0.20919566720372668,152.29444572431302,POINT (-86.01859999999998 0.6666833335),38.0,2.6
328,KN9.1,-86.00195,0.671527778,-2661.0,603.0,0.20919566720372668,126.1449873238472,POINT (-86.00194999999999 0.671527778),38.0,2.6
329,KN9.10,-86.03720000000001,0.7254333334999999,-2616.0,247.0,0.20919566720372668,51.67132979932049,POINT (-86.03720000000001 0.7254333334999999),38.0,2.6
330,KN9.11,-86.0539,0.7254333334999999,-2616.0,352.0,0.20919566720372668,73.6368748557118,POINT (-86.0539 0.7254333334999999),42.0,2.6
331,KN9.12,-86.05680000000002,0.7333166664999999,-2653.0,230.0,0.20919566720372668,48.11500345685714,POINT (-86.05680000000002 0.7333166664999999),42.0,2.6
332,KN9.2,-86.0,0.6872222219999999,-2721.0,38.0,0.20919566720372668,7.949435353741614,POINT (-86 0.6872222219999999),38.0,2.6
333,KN9.3,-86.0,0.7048444445000001,-2655.0,343.0,0.20919566720372668,71.75411385087827,POINT (-86 0.7048444445000001),38.0,2.6
334,KN9.4,-86.00099999999998,0.717622222,-2663.0,255.0,0.20919566720372668,53.34489513695029,POINT (-86.00099999999998 0.717622222),38.0,2.6
335,KN9.6,-86.00195,0.7343055555,-2550.0,17.0,0.20919566720372668,3.5563263424633536,POINT (-86.00194999999999 0.7343055555),27.0,2.2
336,KN9.7,-86.0068,0.757761111,-2578.0,25.0,0.20919566720372668,5.229891680093167,POINT (-86.0068 0.757761111),27.0,2.2
337,KN9.9,-86.02345,0.7362333335,-2625.0,63.0,0.20919566720372668,13.17932703383478,POINT (-86.02345 0.7362333335),27.0,2.2
338,PAPAG-1,-82.7,7.7666833335,-1838.0,67.0,6.370058207188518,426.7938998816307,POINT (-82.7 7.7666833335),279.0,9.3
339,PAPAG-15,-85.7167,7.7,-2987.0,105.0,6.150786942979188,645.8326290128147,POINT (-85.7167 7.7),435.0,16.1
340,PAPAG-2,-82.53329999999998,7.1,-3425.0,163.0,4.116089953220244,670.9226623748996,POINT (-82.53329999999998 7.1),488.0,3.4
341,PAPAG-24,-89.33329999999998,7.9166833335,-3851.0,46.05,7.185628763664903,330.8982045667688,POINT (-89.33329999999998 7.9166833335),329.0,18.6
342,PAPAG-25,-90.9667,6.9833166665,-3955.0,71.1,5.085534894936192,361.5815310299632,POINT (-90.9667 6.9833166665),294.0,16.4
343,PAPAG-3,-82.0167,7.2,-2076.0,96.15,4.116089953220244,395.7620490021264,POINT (-82.0167 7.2),523.0,5.0
344,PAPAG-4,-81.9,5.3,-3894.0,165.0,2.7934371961412627,460.9171373633084,POINT (-81.90000000000001 5.3),313.0,5.6
345,PAPAG-5,-81.59999999999998,4.466683333500001,-3380.0,147.0,3.2075937766168496,471.51628516267687,POINT (-81.59999999999998 4.466683333500001),276.0,7.0
346,PAPAG-6,-82.84999999999998,5.6333166665,-3380.0,163.0,2.0259768786809382,330.23423122499287,POINT (-82.84999999999998 5.6333166665),236.0,3.1
347,PAPAG-7,-83.28329999999998,6.85,-2241.0,172.0,3.348629635759917,575.9642973507057,POINT (-83.28329999999998 6.85),384.0,12.6
348,PAPAG-8,-85.1833,7.85,-2505.0,4.1,5.97191097398694,24.484834993346446,POINT (-85.1833 7.85),578.0,16.1
349,PC13-27,-94.4667,4.983333333,-3488.0,10.5,5.0069486519190125,52.57296084514964,POINT (-94.4667 4.983333333),272.0,12.0
350,PC13-28,-94.1333,1.816666667,-2659.0,15.1,5.151167122623722,77.78262355161819,POINT (-94.13330000000001 1.816666667),162.0,3.7
351,PC13-29,-90.9333,4.75,-3034.0,25.5,3.1761792761823786,80.99257154265065,POINT (-90.9333 4.75),188.0,12.8
352,PC13-32,-82.4333,4.466666667,-3550.0,17.2,2.107969716466462,36.25707912322314,POINT (-82.4333 4.466666667),117.0,3.9
353,PC13-6,-95.65,0.133333333,-3250.0,136.0,11.25414540198156,1530.563774669492,POINT (-95.65000000000001 0.133333333),314.0,10.0
354,PC13-7,-98.6833,-0.533333333,-3254.0,333.0,18.069458065508545,6017.129535814344,POINT (-98.6833 -0.533333333),208.0,5.8
355,PC13-8,-101.367,-1.2,-3301.0,77.5,31.898401805166483,2472.1261399004024,POINT (-101.367 -1.2),61.0,1.8
356,PIQ8-1,-86.05584999999998,-0.3058333335,-2872.0,156.0,0.5737867108750859,89.5107268965134,POINT (-86.05584999999998 -0.3058333335),435.0,6.6
357,PIQ8-10,-86.09999999999998,0.7048444445000001,-2642.0,143.0,0.20919566720372668,29.914980410132923,POINT (-86.09999999999998 0.7048444445000001),42.0,2.6
358,PIQ8-11,-86.09999999999998,0.7362333335,-2687.0,231.0,0.20919566720372668,48.32419912406086,POINT (-86.09999999999998 0.7362333335),29.0,2.2
359,PIQ8-12,-86.09999999999998,0.8372222220000001,-2631.0,32.1,0.20919566720372668,6.7151809172396275,POINT (-86.09999999999998 0.8372222220000001),24.0,1.9
360,PIQ8-13,-86.101,0.8558333334999999,-2552.0,43.75,0.20919566720372668,9.152310440163042,POINT (-86.101 0.8558333334999999),24.0,1.9
361,PIQ8-14,-86.101,1.0196,-2646.0,196.0,0.20919566720372668,41.00235077193043,POINT (-86.101 1.0196),30.0,1.5
362,PIQ8-15,-86.10679999999998,1.1734555555,-2735.0,176.0,0.20919566720372668,36.8184374278559,POINT (-86.10679999999998 1.1734555555),67.0,0.8
363,PIQ8-16,-86.11669999999998,1.2862333335,-2625.0,290.0,0.2576360660905537,74.71445916626057,POINT (-86.11669999999998 1.2862333335),95.0,0.4
364,PIQ8-17,-86.10774999999998,1.3558333335,-2782.0,208.0,0.2576360660905537,53.58830174683518,POINT (-86.10774999999998 1.3558333335),122.0,0.1
365,PIQ8-18,-86.11669999999998,1.4166833335,-2827.0,192.0,0.2576360660905537,49.46612468938631,POINT (-86.11669999999998 1.4166833335),144.0,0.1
366,PIQ8-2,-86.01859999999998,-0.18331666649999998,-2800.0,295.0,0.5737867108750859,169.26707970815036,POINT (-86.01859999999998 -0.1833166665),388.0,6.1
367,PIQ8-3,-86.02545,-0.95,-2857.0,145.0,1.2952946877929272,187.81772972997445,POINT (-86.02545000000001 -0.95),79.0,9.7
368,PIQ8-4,-86.03720000000001,-0.0833166665,-2861.0,209.0,0.5737867108750859,119.92142257289295,POINT (-86.03720000000001 -0.0833166665),279.0,5.6
369,PIQ8-5,-86.04999999999998,0.08529444450000001,-2942.0,111.0,0.5737867108750859,63.690324907134546,POINT (-86.04999999999998 0.08529444450000001),214.0,4.8
370,PIQ8-6,-86.05680000000002,0.1744444445,-2930.0,5.2,0.5737867108750859,2.983690896550447,POINT (-86.05680000000002 0.1744444445),182.0,4.4
371,PIQ8-7,-86.0676,0.30192777800000004,-2731.0,162.0,0.20919566720372668,33.889698087003715,POINT (-86.0676 0.301927778),156.0,4.0
372,PIQ8-8,-86.07544999999998,0.4362333335,-2755.0,282.0,0.20919566720372668,58.99317815145092,POINT (-86.07544999999998 0.4362333335),108.0,3.3
373,PIQ8-9,-86.09015,0.650988889,-2706.0,431.0,0.20919566720372668,90.1633325648062,POINT (-86.09014999999999 0.650988889),42.0,2.6
374,PL10.1,-86.08914999999998,0.5920666665000001,-2745.0,481.0,0.20919566720372668,100.62311592499252,POINT (-86.08914999999998 0.5920666665000001),62.0,3.0
375,PL10.2,-86.09015,0.5920666665000001,-2745.0,548.0,0.20919566720372668,114.63922562764222,POINT (-86.09014999999999 0.5920666665000001),62.0,3.0
376,PL10.3,-86.09015,0.6,-2741.0,557.0,0.20919566720372668,116.52198663247576,POINT (-86.09014999999999 0.6),62.0,3.0
377,PL10.4,-86.09115,0.6009888889999999,-2743.0,636.0,0.20919566720372668,133.04844434157016,POINT (-86.09115 0.6009888889999999),62.0,3.0
378,PL11.1,-86.08624999999998,0.4833166665,-2828.0,285.0,0.20919566720372668,59.6207651530621,POINT (-86.08624999999998 0.4833166665),108.0,3.3
379,PL11.10,-86.09015,0.4244444445,-2736.0,201.0,0.20919566720372668,42.04832910794906,POINT (-86.09014999999999 0.4244444445),108.0,3.7
380,PL11.11,-86.09115,0.42053888899999997,-2771.0,423.0,0.20919566720372668,88.4897672271764,POINT (-86.09115 0.420538889),108.0,3.7
381,PL11.2,-86.08624999999998,0.47345555549999996,-2833.0,293.0,0.20919566720372668,61.29433049069192,POINT (-86.08624999999998 0.4734555555),108.0,3.3
382,PL11.3,-86.0872,0.47152777799999995,-2828.0,285.0,0.20919566720372668,59.6207651530621,POINT (-86.0872 0.471527778),108.0,3.3
383,PL11.4,-86.0872,0.468611111,-2824.0,293.0,0.20919566720372668,61.29433049069192,POINT (-86.0872 0.468611111),108.0,3.3
384,PL11.5,-86.0882,0.45682222200000006,-2826.0,201.0,0.20919566720372668,42.04832910794906,POINT (-86.0882 0.4568222220000001),108.0,3.3
385,PL11.6,-86.0882,0.45192777799999995,-2756.0,218.0,0.20919566720372668,45.60465545041242,POINT (-86.0882 0.4519277779999999),108.0,3.3
386,PL11.7,-86.08914999999998,0.44112777799999997,-2766.0,385.0,0.20919566720372668,80.54033187343477,POINT (-86.08914999999998 0.441127778),108.0,3.3
387,PL11.8,-86.08914999999998,0.43821111100000004,-2743.0,465.0,0.20919566720372668,97.27598524973291,POINT (-86.08914999999998 0.438211111),108.0,3.3
388,PL11.9,-86.09015,0.43529444450000004,-2747.0,184.0,0.20919566720372668,38.49200276548571,POINT (-86.09014999999999 0.4352944445),108.0,3.3
389,PL12.1,-86.0882,0.40291666649999996,-2859.0,96.0,0.20919566720372668,20.082784051557763,POINT (-86.0882 0.4029166665),108.0,3.7
390,PL13.1,-86.12545,0.5911277779999999,-2715.0,502.0,0.20919566720372668,105.01622493627079,POINT (-86.12545 0.5911277779999999),62.0,3.0
391,PL13.10,-86.14114999999998,0.5891500000000001,-2696.0,699.0,0.20919566720372668,146.22777137540496,POINT (-86.14114999999998 0.5891500000000001),74.0,3.0
392,PL13.11,-86.14014999999998,0.588211111,-2696.0,523.0,0.20919566720372668,109.40933394754906,POINT (-86.14014999999998 0.588211111),74.0,3.0
393,PL13.12,-86.13915,0.588211111,-2696.0,569.0,0.20919566720372668,119.03233463892047,POINT (-86.13915 0.588211111),74.0,3.0
394,PL13.13,-86.13915,0.588211111,-2696.0,561.0,0.20919566720372668,117.35876930129066,POINT (-86.13915 0.588211111),74.0,3.0
395,PL13.14,-86.13915,0.5911277779999999,-2696.0,507.0,0.20919566720372668,106.06220327228942,POINT (-86.13915 0.5911277779999999),74.0,3.0
396,PL13.15,-86.14205000000003,0.601927778,-2741.0,456.0,0.20919566720372668,95.39322424489937,POINT (-86.14205000000003 0.601927778),74.0,3.0
397,PL13.16,-86.13819999999998,0.5920666665000001,-2696.0,389.0,0.20919566720372668,81.37711454224967,POINT (-86.13819999999998 0.5920666665000001),74.0,3.0
398,PL13.17,-86.13819999999998,0.5891500000000001,-2696.0,435.0,0.20919566720372668,91.0001152336211,POINT (-86.13819999999998 0.5891500000000001),74.0,3.0
400,PL13.19,-86.14014999999998,0.588211111,-2696.0,682.0,0.20919566720372668,142.6714450329416,POINT (-86.14014999999998 0.588211111),74.0,3.0
401,PL13.2,-86.12545,0.5911277779999999,-2715.0,427.0,0.20919566720372668,89.3265498959913,POINT (-86.12545 0.5911277779999999),62.0,3.0
402,PL13.3,-86.1333,0.5911277779999999,-2709.0,423.0,0.20919566720372668,88.4897672271764,POINT (-86.13330000000001 0.5911277779999999),74.0,3.0
403,PL13.4,-86.1343,0.5911277779999999,-2708.0,385.0,0.20919566720372668,80.54033187343477,POINT (-86.1343 0.5911277779999999),74.0,3.0
404,PL13.5,-86.1353,0.5911277779999999,-2704.0,343.0,0.20919566720372668,71.75411385087827,POINT (-86.1353 0.5911277779999999),74.0,3.0
405,PL13.7,-86.13819999999998,0.5891500000000001,-2696.0,452.0,0.20919566720372668,94.55644157608444,POINT (-86.13819999999998 0.5891500000000001),74.0,3.0
406,PL13.8,-86.13915,0.5891500000000001,-2696.0,632.0,0.20919566720372668,132.21166167275527,POINT (-86.13915 0.5891500000000001),74.0,3.0
407,PL13.9,-86.14014999999998,0.5891500000000001,-2696.0,532.0,0.20919566720372668,111.2920949523826,POINT (-86.14014999999998 0.5891500000000001),74.0,3.0
408,PL14.1,-86.09115,0.65,-2719.0,151.0,0.20919566720372668,31.588545747762733,POINT (-86.09115 0.65),62.0,2.6
409,PL14.11,-86.08914999999998,0.70875,-2691.0,297.0,0.20919566720372668,62.13111315950682,POINT (-86.08914999999998 0.70875),42.0,2.6
410,PL14.14,-86.0882,0.721527778,-2723.0,176.0,0.20919566720372668,36.8184374278559,POINT (-86.0882 0.721527778),42.0,2.6
411,PL14.15,-86.0882,0.7234555555,-2719.0,151.0,0.20919566720372668,31.588545747762733,POINT (-86.0882 0.7234555555),42.0,2.6
412,PL14.16,-86.0872,0.7343055555,-2745.0,239.0,0.20919566720372668,49.997764461690686,POINT (-86.0872 0.7343055555),29.0,2.2
413,PL14.2,-86.08914999999998,0.6529166665,-2738.0,197.0,0.20919566720372668,41.211546439134146,POINT (-86.08914999999998 0.6529166665),42.0,2.6
414,PL14.3,-86.08914999999998,0.6558333335000001,-2709.0,113.0,0.20919566720372668,23.639110394021117,POINT (-86.08914999999998 0.6558333335000001),42.0,2.6
415,PL14.4,-86.0882,0.65875,-2709.0,318.0,0.20919566720372668,66.52422217078508,POINT (-86.0882 0.6587499999999999),42.0,2.6
416,PL14.5,-86.0872,0.671527778,-2659.0,180.0,0.20919566720372668,37.655220096670796,POINT (-86.0872 0.671527778),42.0,2.6
417,PL14.6,-86.0882,0.6754333334999999,-2700.0,678.0,0.20919566720372668,141.83466236412667,POINT (-86.0882 0.6754333334999999),42.0,2.6
418,PL14.8,-86.0882,0.6862333334999999,-2728.0,46.0,0.20919566720372668,9.623000691371427,POINT (-86.0882 0.6862333334999999),42.0,2.6
419,PL14.9,-86.09015,0.7,-2674.0,71.0,0.20919566720372668,14.852892371464597,POINT (-86.09014999999999 0.7),42.0,2.6
420,PL15.1,-86.05099999999999,0.671527778,-2711.0,167.0,0.20919566720372668,34.93567642302236,POINT (-86.05099999999999 0.671527778),42.0,2.6
421,PL15.2,-86.05099999999999,0.6734555555,-2719.0,151.0,0.20919566720372668,31.588545747762733,POINT (-86.05099999999999 0.6734555555),42.0,2.6
422,PL15.3,-86.04999999999998,0.6872222219999999,-2625.0,50.0,0.20919566720372668,10.459783360186334,POINT (-86.04999999999998 0.6872222219999999),42.0,2.6
423,PL15.4,-86.04999999999998,0.6911277779999999,-2588.0,142.0,0.20919566720372668,29.705784742929193,POINT (-86.04999999999998 0.6911277779999999),42.0,2.6
424,PL16.1,-86.03720000000001,0.75,-2606.0,151.0,0.20919566720372668,31.588545747762733,POINT (-86.03720000000001 0.75),27.0,2.2
425,PL16.2,-86.0382,0.7420666665000001,-2633.0,71.0,0.20919566720372668,14.852892371464597,POINT (-86.0382 0.7420666665000001),27.0,2.2
426,PL16.3,-86.04015000000003,0.740138889,-2672.0,38.0,0.20919566720372668,7.949435353741614,POINT (-86.04015000000003 0.740138889),27.0,2.2
427,PL17.1,-86.1353,0.718611111,-2612.0,490.0,0.20919566720372668,102.50587692982607,POINT (-86.1353 0.718611111),49.0,2.6
428,PL17.2,-86.1343,0.70875,-2634.0,494.0,0.20919566720372668,103.34265959864098,POINT (-86.1343 0.70875),49.0,2.6
429,PL17.3,-86.12344999999998,0.7058333335,-2734.0,578.0,0.20919566720372668,120.915095643754,POINT (-86.12344999999998 0.7058333335),42.0,2.6
430,PL17.5,-86.12344999999998,0.7039055555,-2743.0,356.0,0.20919566720372668,74.4736575245267,POINT (-86.12344999999998 0.7039055555),42.0,2.6
431,PL18.1,-86.11669999999998,0.7048444445000001,-2728.0,410.0,0.20919566720372668,85.77022355352794,POINT (-86.11669999999998 0.7048444445000001),42.0,2.6
432,PL18.2,-86.10874999999999,0.7029166665000001,-2738.0,243.0,0.20919566720372668,50.834547130505584,POINT (-86.10874999999999 0.7029166665000001),42.0,2.6
433,PL18.3,-86.11669999999998,0.6911277779999999,-2745.0,121.0,0.20919566720372668,25.31267573165093,POINT (-86.11669999999998 0.6911277779999999),42.0,2.6
434,PL18.4,-86.10874999999999,0.68915,-2749.0,33.0,0.20919566720372668,6.903457017722981,POINT (-86.10874999999999 0.68915),42.0,2.6
435,PL18.5,-86.10774999999998,0.6872222219999999,-2651.0,75.0,0.20919566720372668,15.6896750402795,POINT (-86.10774999999998 0.6872222219999999),42.0,2.6
436,PL18.6,-86.10485,0.6744444445000001,-2657.0,381.0,0.20919566720372668,79.70354920461986,POINT (-86.10485 0.6744444445000001),42.0,2.6
437,PL18.7,-86.10195,0.671527778,-2706.0,243.0,0.20919566720372668,50.834547130505584,POINT (-86.10195 0.671527778),42.0,2.6
438,PL18.8,-86.10195,0.6666833335,-2687.0,448.0,0.20919566720372668,93.71965890726955,POINT (-86.10195 0.6666833335),42.0,2.6
439,PL20.1,-86.13819999999998,0.6539055555,-2747.0,59.0,0.20919566720372668,12.342544365019874,POINT (-86.13819999999998 0.6539055555),49.0,2.6
440,PL20.10,-86.0882,0.6058333335,-2724.0,548.0,0.20919566720372668,114.63922562764222,POINT (-86.0882 0.6058333335),62.0,3.0
441,PL20.11,-86.08429999999998,0.606822222,-2726.0,440.0,0.20919566720372668,92.04609356963974,POINT (-86.08429999999998 0.606822222),62.0,3.0
442,PL20.12,-86.07249999999998,0.6077611110000001,-2732.0,393.0,0.20919566720372668,82.21389721106458,POINT (-86.07249999999998 0.6077611110000001),62.0,2.9
443,PL20.13,-86.0676,0.60875,-2726.0,557.0,0.20919566720372668,116.52198663247576,POINT (-86.0676 0.60875),62.0,2.9
444,PL20.15,-86.05584999999998,0.6166833335,-2715.0,544.0,0.20919566720372668,113.8024429588273,POINT (-86.05584999999998 0.6166833335),62.0,2.9
445,PL20.2,-86.1372,0.650988889,-2706.0,92.0,0.20919566720372668,19.24600138274285,POINT (-86.13720000000001 0.650988889),49.0,2.6
446,PL20.3,-86.1353,0.6401388889999999,-2775.0,105.0,0.20919566720372668,21.965545056391303,POINT (-86.1353 0.6401388889999999),74.0,2.6
447,PL20.4,-86.1333,0.6352944444999999,-2747.0,71.0,0.20919566720372668,14.852892371464597,POINT (-86.13330000000001 0.6352944444999999),74.0,2.6
448,PL20.5,-86.12344999999998,0.6234555555,-2694.0,46.0,0.20919566720372668,9.623000691371427,POINT (-86.12344999999998 0.6234555555),62.0,3.0
449,PL20.6,-86.12055000000002,0.620538889,-2704.0,209.0,0.20919566720372668,43.72189444557888,POINT (-86.12055000000002 0.620538889),62.0,3.0
450,PL20.7,-86.10679999999998,0.6166833335,-2734.0,234.0,0.20919566720372668,48.951786125672044,POINT (-86.10679999999998 0.6166833335),62.0,3.0
451,PL20.8,-86.10390000000002,0.60875,-2741.0,134.0,0.20919566720372668,28.032219405299372,POINT (-86.10390000000002 0.60875),62.0,3.0
452,PL20.9,-86.09205,0.606822222,-2743.0,301.0,0.20919566720372668,62.96789582832172,POINT (-86.09205 0.606822222),62.0,3.0
453,PL21.1,-86.07345000000002,0.6039055555,-2741.0,414.0,0.20919566720372668,86.60700622234283,POINT (-86.07345000000002 0.6039055555),62.0,2.9
454,PL21.10,-86.1029,0.5843055555,-2743.0,548.0,0.20919566720372668,114.63922562764222,POINT (-86.10290000000001 0.5843055555),62.0,3.0
455,PL21.11,-86.1029,0.5744444445,-2747.0,368.0,0.20919566720372668,76.98400553097142,POINT (-86.10290000000001 0.5744444445),62.0,3.0
456,PL21.12,-86.10584999999998,0.5696,-2741.0,368.0,0.20919566720372668,76.98400553097142,POINT (-86.10584999999998 0.5696),62.0,3.0
457,PL21.13,-86.11760000000002,0.5666833335,-2739.0,343.0,0.20919566720372668,71.75411385087827,POINT (-86.11760000000002 0.5666833335),85.0,3.0
458,PL21.14,-86.12055000000002,0.5558333335000001,-2741.0,222.0,0.20919566720372668,46.44143811922732,POINT (-86.12055000000002 0.5558333335000001),85.0,3.0
459,PL21.15,-86.12344999999998,0.5529166664999999,-2754.0,188.0,0.20919566720372668,39.328785434300606,POINT (-86.12344999999998 0.5529166664999999),85.0,3.0
460,PL21.16,-86.1333,0.55,-2783.0,113.0,0.20919566720372668,23.639110394021117,POINT (-86.13330000000001 0.55),98.0,3.0
461,PL21.17,-86.1353,0.5401388890000001,-2803.0,159.0,0.20919566720372668,33.26211108539254,POINT (-86.1353 0.5401388890000001),98.0,3.0
462,PL21.2,-86.07544999999998,0.601927778,-2741.0,481.0,0.20919566720372668,100.62311592499252,POINT (-86.07544999999998 0.601927778),62.0,2.9
463,PL21.3,-86.08429999999998,0.6,-2749.0,507.0,0.20919566720372668,106.06220327228942,POINT (-86.08429999999998 0.6),62.0,3.0
464,PL21.4,-86.0872,0.5911277779999999,-2749.0,649.0,0.20919566720372668,135.7679880152186,POINT (-86.0872 0.5911277779999999),62.0,3.0
466,PL21.6,-86.09015,0.5901388889999999,-2743.0,745.0,0.20919566720372668,155.85077206677641,POINT (-86.09014999999999 0.5901388889999999),62.0,3.0
467,PL21.7,-86.09205,0.5891500000000001,-2743.0,536.0,0.20919566720372668,112.12887762119749,POINT (-86.09205 0.5891500000000001),62.0,3.0
468,PL21.8,-86.09999999999998,0.588211111,-2741.0,427.0,0.20919566720372668,89.3265498959913,POINT (-86.09999999999998 0.588211111),62.0,3.0
469,PL21.9,-86.10195,0.5862333335000001,-2747.0,360.0,0.20919566720372668,75.31044019334159,POINT (-86.10195 0.5862333335000001),62.0,3.0
470,PL22.1,-86.04115,0.6529166665,-2687.0,276.0,0.20919566720372668,57.73800414822856,POINT (-86.04115 0.6529166665),38.0,2.6
471,PL22.10,-86.12055000000002,0.651927778,-2734.0,109.0,0.20919566720372668,22.80232772520621,POINT (-86.12055000000002 0.651927778),42.0,2.6
472,PL22.13,-86.12545,0.668611111,-2715.0,193.0,0.20919566720372668,40.374763770319255,POINT (-86.12545 0.668611111),42.0,2.6
473,PL22.2,-86.04999999999998,0.651927778,-2689.0,251.0,0.20919566720372668,52.508112468135394,POINT (-86.04999999999998 0.651927778),42.0,2.6
474,PL22.4,-86.0539,0.65,-2753.0,105.0,0.20919566720372668,21.965545056391303,POINT (-86.0539 0.65),62.0,2.6
475,PL22.5,-86.0676,0.6420666665,-2728.0,272.0,0.20919566720372668,56.90122147941365,POINT (-86.0676 0.6420666665),62.0,2.6
476,PL22.6,-86.07445,0.65,-2751.0,335.0,0.20919566720372668,70.08054851324843,POINT (-86.07445 0.65),62.0,2.6
477,PL22.7,-86.0872,0.650988889,-2741.0,117.0,0.20919566720372668,24.475893062836022,POINT (-86.0872 0.650988889),42.0,2.6
478,PL22.8,-86.09999999999998,0.651927778,-2745.0,109.0,0.20919566720372668,22.80232772520621,POINT (-86.09999999999998 0.651927778),42.0,2.6
