,Codigo,lon,lat,Profundidad,Flujo_calor,Pesos,Flux_x_wts
291,KN4.3,-86.10679999999999,0.6234555555,-2698.0,109.0,0.20919566720372668,22.802327725206208
292,KN4.4,-86.10679999999999,0.6244444444999999,-2702.0,142.0,0.20919566720372668,29.70578474292919
293,KN4.5,-86.10390000000001,0.6234555555,-2693.0,193.0,0.20919566720372668,40.37476377031925
294,KN4.6,-86.09205,0.6225166664999999,-2693.0,327.0,0.20919566720372668,68.40698317561862
295,KN4.7,-86.0882,0.6234555555,-2706.0,536.0,0.20919566720372668,112.1288776211975
296,KN4.8,-86.08624999999999,0.6225166664999999,-2698.0,360.0,0.20919566720372668,75.3104401933416
297,KN5.1,-86.18430000000001,1.0058333335,-2781.0,268.0,0.20919566720372668,56.06443881059875
298,KN5.10,-86.18625,0.867622222,-2638.0,494.0,0.20919566720372668,103.34265959864098
299,KN5.11,-86.18430000000001,0.8529166665,-2636.0,331.0,0.20919566720372668,69.24376584443353
300,KN5.2,-86.17249999999999,0.9833166664999999,-2831.0,159.0,0.20919566720372668,33.26211108539254
301,KN5.3,-86.17249999999999,0.95875,-2711.0,134.0,0.20919566720372668,28.032219405299376
302,KN5.4,-86.17249999999999,0.95,-2685.0,297.0,0.20919566720372668,62.131113159506825
303,KN5.5,-86.1833,0.9244444445000001,-2715.0,460.0,0.20919566720372668,96.23000691371428
304,KN5.6,-86.18529999999998,0.9176222220000001,-2724.0,360.0,0.20919566720372668,75.3104401933416
305,KN5.7,-86.1833,0.9039055555,-2681.0,573.0,0.20919566720372668,119.86911730773538
306,KN5.8,-86.1833,0.8920666665,-2717.0,63.0,0.20919566720372668,13.179327033834781
307,KN5.9,-86.17344999999999,0.8754333335,-2715.0,209.0,0.20919566720372668,43.721894445578876
308,KN6.1,-86.12344999999999,0.6362333335,-2768.0,84.0,0.20919566720372668,17.57243604511304
309,KN6.2,-86.12055000000001,0.6352944444999999,-2758.0,109.0,0.20919566720372668,22.802327725206208
310,KN6.3,-86.10584999999999,0.6333166665,-2792.0,126.0,0.20919566720372668,26.358654067669562
311,KN6.4,-86.101,0.6352944444999999,-2760.0,113.0,0.20919566720372668,23.639110394021113
312,KN6.5,-86.08914999999999,0.6254333335,-2766.0,159.0,0.20919566720372668,33.26211108539254
313,KN7.1,-85.98719999999997,0.500988889,-2865.0,218.0,0.20919566720372668,45.604655450412416
314,KN7.2,-85.98819999999999,0.506822222,-2863.0,201.0,0.20919566720372668,42.04832910794906
315,KN7.3,-85.99015,0.518611111,-2852.0,247.0,0.20919566720372668,51.67132979932049
316,KN7.4,-86.0,0.5343055555,-2829.0,251.0,0.20919566720372668,52.508112468135394
317,KN7.5,-86.0,0.5420666665,-2786.0,389.0,0.20919566720372668,81.37711454224967
318,KN7.6,-86.00195,0.551927778,-2768.0,335.0,0.20919566720372668,70.08054851324843
319,KN7.7,-86.00195,0.5686111110000001,-2813.0,184.0,0.20919566720372668,38.49200276548571
320,KN8.1,-86.0068,0.6009888889999999,-2754.0,820.0,0.20919566720372668,171.54044710705588
321,KN8.2,-86.0068,0.6039055555,-2726.0,674.0,0.20919566720372668,140.99787969531178
322,KN8.3,-86.0068,0.6166833335,-2687.0,850.0,0.20919566720372668,177.81631712316766
323,KN8.4,-86.00874999999999,0.6333166665,-2715.0,582.0,0.20919566720372668,121.75187831256892
324,KN8.5,-86.0167,0.637222222,-2715.0,565.0,0.20919566720372668,118.19555197010557
325,KN8.6,-86.01859999999999,0.650988889,-2698.0,565.0,0.20919566720372668,118.19555197010557
326,KN8.7,-86.01859999999999,0.6548444445,-2691.0,1126.0,0.20919566720372668,235.55432127139625
327,KN8.8,-86.01859999999999,0.6666833335,-2708.0,728.0,0.20919566720372668,152.29444572431302
328,KN9.1,-86.00195,0.671527778,-2661.0,603.0,0.20919566720372668,126.14498732384719
329,KN9.10,-86.03720000000001,0.7254333335,-2616.0,247.0,0.20919566720372668,51.67132979932049
330,KN9.11,-86.0539,0.7254333335,-2616.0,352.0,0.20919566720372668,73.6368748557118
331,KN9.12,-86.05680000000001,0.7333166664999999,-2653.0,230.0,0.20919566720372668,48.11500345685714
332,KN9.2,-86.0,0.6872222219999999,-2721.0,38.0,0.20919566720372668,7.949435353741614
333,KN9.3,-86.0,0.7048444445000001,-2655.0,343.0,0.20919566720372668,71.75411385087826
334,KN9.4,-86.00099999999999,0.717622222,-2663.0,255.0,0.20919566720372668,53.3448951369503
335,KN9.6,-86.00195,0.7343055555,-2550.0,17.0,0.20919566720372668,3.5563263424633536
336,KN9.7,-86.0068,0.757761111,-2578.0,25.0,0.20919566720372668,5.229891680093167
337,KN9.9,-86.02345,0.7362333335,-2625.0,63.0,0.20919566720372668,13.179327033834781
338,PAPAG-1,-82.7,7.7666833335000005,-1838.0,67.0,6.370058207188518,426.7938998816307
339,PAPAG-15,-85.7167,7.7,-2987.0,105.0,6.150786942979187,645.8326290128147
340,PAPAG-2,-82.53329999999998,7.1,-3425.0,163.0,4.116089953220243,670.9226623748996
341,PAPAG-24,-89.33329999999998,7.9166833335,-3851.0,46.05,7.185628763664904,330.8982045667688
342,PAPAG-25,-90.9667,6.9833166664999995,-3955.0,71.1,5.085534894936192,361.58153102996323
343,PAPAG-3,-82.0167,7.2,-2076.0,96.15,4.116089953220243,395.7620490021264
344,PAPAG-4,-81.9,5.3,-3894.0,165.0,2.7934371961412627,460.91713736330837
345,PAPAG-5,-81.59999999999998,4.466683333500001,-3380.0,147.0,3.2075937766168496,471.5162851626769
346,PAPAG-6,-82.84999999999998,5.6333166665,-3380.0,163.0,2.025976878680938,330.23423122499287
347,PAPAG-7,-83.28329999999998,6.85,-2241.0,172.0,3.3486296357599166,575.9642973507057
348,PAPAG-8,-85.1833,7.85,-2505.0,4.1,5.97191097398694,24.484834993346453
349,PC13-27,-94.4667,4.983333333,-3488.0,10.5,5.006948651919013,52.57296084514964
350,PC13-28,-94.1333,1.8166666669999998,-2659.0,15.1,5.151167122623721,77.78262355161819
351,PC13-29,-90.9333,4.75,-3034.0,25.5,3.1761792761823786,80.99257154265065
352,PC13-32,-82.4333,4.466666667,-3550.0,17.2,2.107969716466462,36.25707912322314
353,PC13-6,-95.65,0.133333333,-3250.0,136.0,11.254145401981559,1530.563774669492
354,PC13-7,-98.6833,-0.533333333,-3254.0,333.0,18.069458065508545,6017.129535814345
355,PC13-8,-101.367,-1.2,-3301.0,77.5,31.898401805166483,2472.1261399004024
356,PIQ8-1,-86.05584999999999,-0.30583333349999997,-2872.0,156.0,0.5737867108750859,89.5107268965134
357,PIQ8-10,-86.09999999999998,0.7048444445000001,-2642.0,143.0,0.20919566720372668,29.914980410132916
358,PIQ8-11,-86.09999999999998,0.7362333335,-2687.0,231.0,0.20919566720372668,48.32419912406086
359,PIQ8-12,-86.09999999999998,0.8372222220000001,-2631.0,32.1,0.20919566720372668,6.715180917239627
360,PIQ8-13,-86.101,0.8558333335,-2552.0,43.75,0.20919566720372668,9.152310440163042
361,PIQ8-14,-86.101,1.0196,-2646.0,196.0,0.20919566720372668,41.00235077193043
362,PIQ8-15,-86.10679999999999,1.1734555555,-2735.0,176.0,0.20919566720372668,36.8184374278559
363,PIQ8-16,-86.11669999999998,1.2862333335,-2625.0,290.0,0.2576360660905537,74.71445916626057
364,PIQ8-17,-86.10774999999998,1.3558333335000001,-2782.0,208.0,0.2576360660905537,53.588301746835164
365,PIQ8-18,-86.11669999999998,1.4166833335,-2827.0,192.0,0.2576360660905537,49.466124689386305
366,PIQ8-2,-86.01859999999999,-0.1833166665,-2800.0,295.0,0.5737867108750859,169.26707970815036
367,PIQ8-3,-86.02545,-0.95,-2857.0,145.0,1.2952946877929272,187.81772972997445
368,PIQ8-4,-86.03720000000001,-0.0833166665,-2861.0,209.0,0.5737867108750859,119.92142257289296
369,PIQ8-5,-86.04999999999998,0.08529444450000001,-2942.0,111.0,0.5737867108750859,63.69032490713454
370,PIQ8-6,-86.05680000000001,0.1744444445,-2930.0,5.2,0.5737867108750859,2.983690896550447
371,PIQ8-7,-86.0676,0.30192777800000004,-2731.0,162.0,0.20919566720372668,33.88969808700372
372,PIQ8-8,-86.07544999999999,0.43623333350000004,-2755.0,282.0,0.20919566720372668,58.99317815145092
373,PIQ8-9,-86.09015,0.650988889,-2706.0,431.0,0.20919566720372668,90.1633325648062
374,PL10.1,-86.08914999999999,0.5920666665000001,-2745.0,481.0,0.20919566720372668,100.62311592499253
375,PL10.2,-86.09015,0.5920666665000001,-2745.0,548.0,0.20919566720372668,114.63922562764222
376,PL10.3,-86.09015,0.6,-2741.0,557.0,0.20919566720372668,116.52198663247576
377,PL10.4,-86.09115,0.6009888889999999,-2743.0,636.0,0.20919566720372668,133.04844434157016
378,PL11.1,-86.08624999999999,0.4833166665,-2828.0,285.0,0.20919566720372668,59.6207651530621
379,PL11.10,-86.09015,0.42444444449999996,-2736.0,201.0,0.20919566720372668,42.04832910794906
380,PL11.11,-86.09115,0.420538889,-2771.0,423.0,0.20919566720372668,88.48976722717639
381,PL11.2,-86.08624999999999,0.4734555555,-2833.0,293.0,0.20919566720372668,61.29433049069192
382,PL11.3,-86.0872,0.471527778,-2828.0,285.0,0.20919566720372668,59.6207651530621
383,PL11.4,-86.0872,0.46861111099999997,-2824.0,293.0,0.20919566720372668,61.29433049069192
384,PL11.5,-86.0882,0.456822222,-2826.0,201.0,0.20919566720372668,42.04832910794906
385,PL11.6,-86.0882,0.451927778,-2756.0,218.0,0.20919566720372668,45.604655450412416
386,PL11.7,-86.08914999999999,0.441127778,-2766.0,385.0,0.20919566720372668,80.54033187343477
387,PL11.8,-86.08914999999999,0.438211111,-2743.0,465.0,0.20919566720372668,97.2759852497329
388,PL11.9,-86.09015,0.4352944445,-2747.0,184.0,0.20919566720372668,38.49200276548571
389,PL12.1,-86.0882,0.4029166665,-2859.0,96.0,0.20919566720372668,20.08278405155776
390,PL13.1,-86.12545,0.5911277779999999,-2715.0,502.0,0.20919566720372668,105.01622493627079
391,PL13.10,-86.14114999999998,0.5891500000000001,-2696.0,699.0,0.20919566720372668,146.22777137540496
392,PL13.11,-86.14014999999999,0.588211111,-2696.0,523.0,0.20919566720372668,109.40933394754906
393,PL13.12,-86.13915,0.588211111,-2696.0,569.0,0.20919566720372668,119.03233463892047
394,PL13.13,-86.13915,0.588211111,-2696.0,561.0,0.20919566720372668,117.35876930129066
395,PL13.14,-86.13915,0.5911277779999999,-2696.0,507.0,0.20919566720372668,106.06220327228942
396,PL13.15,-86.14205000000001,0.601927778,-2741.0,456.0,0.20919566720372668,95.39322424489936
397,PL13.16,-86.13819999999998,0.5920666665000001,-2696.0,389.0,0.20919566720372668,81.37711454224967
398,PL13.17,-86.13819999999998,0.5891500000000001,-2696.0,435.0,0.20919566720372668,91.0001152336211
400,PL13.19,-86.14014999999999,0.588211111,-2696.0,682.0,0.20919566720372668,142.6714450329416
401,PL13.2,-86.12545,0.5911277779999999,-2715.0,427.0,0.20919566720372668,89.32654989599129
402,PL13.3,-86.1333,0.5911277779999999,-2709.0,423.0,0.20919566720372668,88.48976722717639
403,PL13.4,-86.1343,0.5911277779999999,-2708.0,385.0,0.20919566720372668,80.54033187343477
404,PL13.5,-86.1353,0.5911277779999999,-2704.0,343.0,0.20919566720372668,71.75411385087826
405,PL13.7,-86.13819999999998,0.5891500000000001,-2696.0,452.0,0.20919566720372668,94.55644157608445
406,PL13.8,-86.13915,0.5891500000000001,-2696.0,632.0,0.20919566720372668,132.21166167275527
407,PL13.9,-86.14014999999999,0.5891500000000001,-2696.0,532.0,0.20919566720372668,111.2920949523826
408,PL14.1,-86.09115,0.65,-2719.0,151.0,0.20919566720372668,31.58854574776273
409,PL14.11,-86.08914999999999,0.70875,-2691.0,297.0,0.20919566720372668,62.131113159506825
410,PL14.14,-86.0882,0.721527778,-2723.0,176.0,0.20919566720372668,36.8184374278559
411,PL14.15,-86.0882,0.7234555555,-2719.0,151.0,0.20919566720372668,31.58854574776273
412,PL14.16,-86.0872,0.7343055555,-2745.0,239.0,0.20919566720372668,49.99776446169068
413,PL14.2,-86.08914999999999,0.6529166665,-2738.0,197.0,0.20919566720372668,41.21154643913415
414,PL14.3,-86.08914999999999,0.6558333335,-2709.0,113.0,0.20919566720372668,23.639110394021113
415,PL14.4,-86.0882,0.65875,-2709.0,318.0,0.20919566720372668,66.52422217078508
416,PL14.5,-86.0872,0.671527778,-2659.0,180.0,0.20919566720372668,37.6552200966708
417,PL14.6,-86.0882,0.6754333335,-2700.0,678.0,0.20919566720372668,141.8346623641267
418,PL14.8,-86.0882,0.6862333335,-2728.0,46.0,0.20919566720372668,9.623000691371427
419,PL14.9,-86.09015,0.7,-2674.0,71.0,0.20919566720372668,14.852892371464595
420,PL15.1,-86.05099999999999,0.671527778,-2711.0,167.0,0.20919566720372668,34.93567642302236
421,PL15.2,-86.05099999999999,0.6734555555,-2719.0,151.0,0.20919566720372668,31.58854574776273
422,PL15.3,-86.04999999999998,0.6872222219999999,-2625.0,50.0,0.20919566720372668,10.459783360186334
423,PL15.4,-86.04999999999998,0.691127778,-2588.0,142.0,0.20919566720372668,29.70578474292919
424,PL16.1,-86.03720000000001,0.75,-2606.0,151.0,0.20919566720372668,31.58854574776273
425,PL16.2,-86.0382,0.7420666665,-2633.0,71.0,0.20919566720372668,14.852892371464595
426,PL16.3,-86.04015000000001,0.740138889,-2672.0,38.0,0.20919566720372668,7.949435353741614
427,PL17.1,-86.1353,0.718611111,-2612.0,490.0,0.20919566720372668,102.50587692982607
428,PL17.2,-86.1343,0.70875,-2634.0,494.0,0.20919566720372668,103.34265959864098
429,PL17.3,-86.12344999999999,0.7058333335,-2734.0,578.0,0.20919566720372668,120.91509564375401
430,PL17.5,-86.12344999999999,0.7039055555,-2743.0,356.0,0.20919566720372668,74.4736575245267
431,PL18.1,-86.11669999999998,0.7048444445000001,-2728.0,410.0,0.20919566720372668,85.77022355352794
432,PL18.2,-86.10874999999999,0.7029166665,-2738.0,243.0,0.20919566720372668,50.834547130505584
433,PL18.3,-86.11669999999998,0.691127778,-2745.0,121.0,0.20919566720372668,25.312675731650927
434,PL18.4,-86.10874999999999,0.68915,-2749.0,33.0,0.20919566720372668,6.90345701772298
435,PL18.5,-86.10774999999998,0.6872222219999999,-2651.0,75.0,0.20919566720372668,15.6896750402795
436,PL18.6,-86.10485,0.6744444445,-2657.0,381.0,0.20919566720372668,79.70354920461986
437,PL18.7,-86.10195,0.671527778,-2706.0,243.0,0.20919566720372668,50.834547130505584
438,PL18.8,-86.10195,0.6666833335,-2687.0,448.0,0.20919566720372668,93.71965890726955
439,PL20.1,-86.13819999999998,0.6539055555,-2747.0,59.0,0.20919566720372668,12.342544365019874
440,PL20.10,-86.0882,0.6058333335,-2724.0,548.0,0.20919566720372668,114.63922562764222
441,PL20.11,-86.08429999999998,0.606822222,-2726.0,440.0,0.20919566720372668,92.04609356963974
442,PL20.12,-86.07249999999999,0.6077611110000001,-2732.0,393.0,0.20919566720372668,82.21389721106458
443,PL20.13,-86.0676,0.60875,-2726.0,557.0,0.20919566720372668,116.52198663247576
444,PL20.15,-86.05584999999999,0.6166833335,-2715.0,544.0,0.20919566720372668,113.80244295882731
445,PL20.2,-86.1372,0.650988889,-2706.0,92.0,0.20919566720372668,19.246001382742854
446,PL20.3,-86.1353,0.6401388889999999,-2775.0,105.0,0.20919566720372668,21.9655450563913
447,PL20.4,-86.1333,0.6352944444999999,-2747.0,71.0,0.20919566720372668,14.852892371464595
448,PL20.5,-86.12344999999999,0.6234555555,-2694.0,46.0,0.20919566720372668,9.623000691371427
449,PL20.6,-86.12055000000001,0.620538889,-2704.0,209.0,0.20919566720372668,43.721894445578876
450,PL20.7,-86.10679999999999,0.6166833335,-2734.0,234.0,0.20919566720372668,48.951786125672044
451,PL20.8,-86.10390000000001,0.60875,-2741.0,134.0,0.20919566720372668,28.032219405299376
452,PL20.9,-86.09205,0.606822222,-2743.0,301.0,0.20919566720372668,62.96789582832173
453,PL21.1,-86.07345000000001,0.6039055555,-2741.0,414.0,0.20919566720372668,86.60700622234285
454,PL21.10,-86.1029,0.5843055555,-2743.0,548.0,0.20919566720372668,114.63922562764222
455,PL21.11,-86.1029,0.5744444445,-2747.0,368.0,0.20919566720372668,76.98400553097142
456,PL21.12,-86.10584999999999,0.5696,-2741.0,368.0,0.20919566720372668,76.98400553097142
457,PL21.13,-86.11760000000001,0.5666833335,-2739.0,343.0,0.20919566720372668,71.75411385087826
458,PL21.14,-86.12055000000001,0.5558333335000001,-2741.0,222.0,0.20919566720372668,46.44143811922732
459,PL21.15,-86.12344999999999,0.5529166665,-2754.0,188.0,0.20919566720372668,39.32878543430061
460,PL21.16,-86.1333,0.55,-2783.0,113.0,0.20919566720372668,23.639110394021113
461,PL21.17,-86.1353,0.5401388890000001,-2803.0,159.0,0.20919566720372668,33.26211108539254
462,PL21.2,-86.07544999999999,0.601927778,-2741.0,481.0,0.20919566720372668,100.62311592499253
463,PL21.3,-86.08429999999998,0.6,-2749.0,507.0,0.20919566720372668,106.06220327228942
464,PL21.4,-86.0872,0.5911277779999999,-2749.0,649.0,0.20919566720372668,135.7679880152186
466,PL21.6,-86.09015,0.5901388889999999,-2743.0,745.0,0.20919566720372668,155.8507720667764
467,PL21.7,-86.09205,0.5891500000000001,-2743.0,536.0,0.20919566720372668,112.1288776211975
468,PL21.8,-86.09999999999998,0.588211111,-2741.0,427.0,0.20919566720372668,89.32654989599129
469,PL21.9,-86.10195,0.5862333335000001,-2747.0,360.0,0.20919566720372668,75.3104401933416
470,PL22.1,-86.04115,0.6529166665,-2687.0,276.0,0.20919566720372668,57.73800414822856
471,PL22.10,-86.12055000000001,0.651927778,-2734.0,109.0,0.20919566720372668,22.802327725206208
472,PL22.13,-86.12545,0.668611111,-2715.0,193.0,0.20919566720372668,40.37476377031925
473,PL22.2,-86.04999999999998,0.651927778,-2689.0,251.0,0.20919566720372668,52.508112468135394
474,PL22.4,-86.0539,0.65,-2753.0,105.0,0.20919566720372668,21.9655450563913
475,PL22.5,-86.0676,0.6420666665,-2728.0,272.0,0.20919566720372668,56.90122147941366
476,PL22.6,-86.07445,0.65,-2751.0,335.0,0.20919566720372668,70.08054851324843
477,PL22.7,-86.0872,0.650988889,-2741.0,117.0,0.20919566720372668,24.475893062836022
478,PL22.8,-86.09999999999998,0.651927778,-2745.0,109.0,0.20919566720372668,22.802327725206208
479,PL22.9,-86.10874999999999,0.651927778,-2715.0,151.0,0.20919566720372668,31.58854574776273
480,PL23.1,-86.05194999999999,0.690138889,-2723.0,25.0,0.20919566720372668,5.229891680093167
481,PL23.4,-86.05680000000001,0.6862333335,-2753.0,67.0,0.20919566720372668,14.016109702649688
482,PL23.5,-86.07249999999999,0.6920666664999999,-2745.0,46.0,0.20919566720372668,9.623000691371427
483,PL23.6,-86.08329999999998,0.690138889,-2719.0,46.0,0.20919566720372668,9.623000691371427
484,PL23.7,-86.0872,0.690138889,-2730.0,80.0,0.20919566720372668,16.735653376298135
485,PL24.1,-86.10584999999999,0.6862333335,-2741.0,134.0,0.20919566720372668,28.032219405299376
486,PL24.2,-86.11669999999998,0.688211111,-2751.0,147.0,0.20919566720372668,30.75176307894782
487,PL24.3,-86.12155,0.691127778,-2745.0,59.0,0.20919566720372668,12.342544365019874
488,PL25.1,-86.1225,0.68915,-2749.0,46.0,0.20919566720372668,9.623000691371427
489,PL25.2,-86.12444999999998,0.68915,-2741.0,71.0,0.20919566720372668,14.852892371464595
490,PL25.3,-86.1333,0.691127778,-2736.0,54.0,0.20919566720372668,11.29656602900124
491,PL25.4,-86.13915,0.7,-2730.0,59.0,0.20919566720372668,12.342544365019874
492,PL25.5,-86.15,0.700988889,-2723.0,50.0,0.20919566720372668,10.459783360186334
493,PL26.1,-86.17154999999998,0.750988889,-2835.0,63.0,0.20919566720372668,13.179327033834781
494,PL26.2,-86.17344999999999,0.751927778,-2822.0,50.0,0.20919566720372668,10.459783360186334
495,PL27.1,-86.09115,0.6539055555,-2709.0,193.0,0.20919566720372668,40.37476377031925
496,PL27.2,-86.09115,0.650988889,-2728.0,126.0,0.20919566720372668,26.358654067669562
497,PL27.3,-86.09015,0.6420666665,-2723.0,234.0,0.20919566720372668,48.951786125672044
498,PL27.4,-86.0872,0.6401388889999999,-2732.0,335.0,0.20919566720372668,70.08054851324843
499,PL3.1,-86.10195,0.6401388889999999,-2732.0,285.0,0.20919566720372668,59.6207651530621
500,PL3.2,-86.101,0.6401388889999999,-2743.0,209.0,0.20919566720372668,43.721894445578876
501,PL3.3,-86.10195,0.638211111,-2764.0,155.0,0.20919566720372668,32.425328416577635
502,PL3.4,-86.10390000000001,0.6362333335,-2766.0,134.0,0.20919566720372668,28.032219405299376
503,PL5.1,-86.08914999999999,0.618611111,-2689.0,389.0,0.20919566720372668,81.37711454224967
504,PL5.10,-86.09015,0.5744444445,-2751.0,507.0,0.20919566720372668,106.06220327228942
505,PL5.11,-86.09015,0.570538889,-2749.0,473.0,0.20919566720372668,98.94955058736272
506,PL5.12,-86.09205,0.5666833335,-2730.0,339.0,0.20919566720372668,70.91733118206335
507,PL5.13,-86.101,0.5548444445,-2739.0,377.0,0.20919566720372668,78.86676653580496
508,PL5.14,-86.101,0.551927778,-2764.0,276.0,0.20919566720372668,57.73800414822856
509,PL5.15,-86.10195,0.541127778,-2790.0,88.0,0.20919566720372668,18.40921871392795
510,PL5.16,-86.1029,0.5362333335,-2798.0,59.0,0.20919566720372668,12.342544365019874
511,PL5.17,-86.1029,0.5333166665,-2801.0,159.0,0.20919566720372668,33.26211108539254
512,PL5.18,-86.10485,0.5225166665,-2801.0,310.0,0.20919566720372668,64.85065683315527
513,PL5.19,-86.10584999999999,0.5196000000000001,-2801.0,322.0,0.20919566720372668,67.36100483959999
514,PL5.2,-86.0882,0.6166833335,-2726.0,260.0,0.20919566720372668,54.390873472968934
515,PL5.20,-86.10584999999999,0.50875,-2841.0,289.0,0.20919566720372668,60.45754782187701
516,PL5.3,-86.0882,0.6058333335,-2732.0,419.0,0.20919566720372668,87.65298455836148
517,PL5.4,-86.09115,0.6029166665,-2749.0,456.0,0.20919566720372668,95.39322424489936
518,PL5.5,-86.09115,0.6,-2745.0,532.0,0.20919566720372668,111.2920949523826
519,PL5.6,-86.09115,0.5901388889999999,-2743.0,565.0,0.20919566720372668,118.19555197010557
520,PL5.7,-86.09115,0.588211111,-2749.0,481.0,0.20919566720372668,100.62311592499253
521,PL5.8,-86.09015,0.5862333335000001,-2751.0,486.0,0.20919566720372668,101.66909426101117
522,PL5.9,-86.09015,0.5833166665,-2751.0,561.0,0.20919566720372668,117.35876930129066
523,PL6.1,-86.15775,0.6725166665,-2659.0,59.0,0.20919566720372668,12.342544365019874
524,PL6.2,-86.15679999999999,0.6696,-2704.0,105.0,0.20919566720372668,21.9655450563913
525,PL6.3,-86.15584999999999,0.667622222,-2717.0,113.0,0.20919566720372668,23.639110394021113
526,PL6.4,-86.15484999999998,0.657761111,-2724.0,126.0,0.20919566720372668,26.358654067669562
527,PL6.5,-86.1529,0.6558333335,-2749.0,88.0,0.20919566720372668,18.40921871392795
528,PL6.6,-86.15100000000001,0.651927778,-2775.0,80.0,0.20919566720372668,16.735653376298135
529,PL6.7,-86.15,0.641127778,-2760.0,96.0,0.20919566720372668,20.08278405155776
530,PL6.8,-86.15,0.63915,-2764.0,80.0,0.20919566720372668,16.735653376298135
531,PL6.9,-86.14114999999998,0.638211111,-2691.0,151.0,0.20919566720372668,31.58854574776273
532,PL7.1,-86.14114999999998,0.6343055555,-2659.0,213.0,0.20919566720372668,44.55867711439378
533,PL7.10,-86.14114999999998,0.5843055555,-2715.0,523.0,0.20919566720372668,109.40933394754906
534,PL7.11,-86.14205000000001,0.5734555555,-2734.0,569.0,0.20919566720372668,119.03233463892047
535,PL7.12,-86.14205000000001,0.5686111110000001,-2728.0,582.0,0.20919566720372668,121.75187831256892
536,PL7.2,-86.13915,0.6244444444999999,-2663.0,147.0,0.20919566720372668,30.75176307894782
537,PL7.3,-86.1372,0.621527778,-2683.0,255.0,0.20919566720372668,53.3448951369503
538,PL7.4,-86.13915,0.6058333335,-2739.0,260.0,0.20919566720372668,54.390873472968934
539,PL7.5,-86.13819999999998,0.6058333335,-2741.0,205.0,0.20919566720372668,42.88511177676397
540,PL7.6,-86.14014999999999,0.6048444445,-2739.0,243.0,0.20919566720372668,50.834547130505584
541,PL7.7,-86.14114999999998,0.6039055555,-2704.0,343.0,0.20919566720372668,71.75411385087826
542,PL7.8,-86.14114999999998,0.5901388889999999,-2696.0,352.0,0.20919566720372668,73.6368748557118
543,PL7.9,-86.14205000000001,0.5862333335000001,-2700.0,523.0,0.20919566720372668,109.40933394754906
544,PL8.1,-86.0382,0.6725166665,-2670.0,113.0,0.20919566720372668,23.639110394021113
545,PL8.10,-86.03720000000001,0.6333166665,-2724.0,444.0,0.20919566720372668,92.88287623845464
546,PL8.11,-86.0382,0.6234555555,-2702.0,502.0,0.20919566720372668,105.01622493627079
547,PL8.12,-86.03720000000001,0.6196,-2719.0,590.0,0.20919566720372668,123.42544365019874
548,PL8.13,-86.03914999999999,0.606822222,-2700.0,607.0,0.20919566720372668,126.9817699926621
549,PL8.14,-86.04999999999998,0.6029166665,-2728.0,398.0,0.20919566720372668,83.25987554708321
550,PL8.15,-86.04999999999998,0.5920666665000001,-2760.0,347.0,0.20919566720372668,72.59089651969316
551,PL8.16,-86.05099999999999,0.5891500000000001,-2758.0,314.0,0.20919566720372668,65.68743950197018
552,PL8.17,-86.04999999999998,0.5862333335000001,-2754.0,456.0,0.20919566720372668,95.39322424489936
553,PL8.18,-86.04999999999998,0.5843055555,-2753.0,280.0,0.20919566720372668,58.57478681704347
554,PL8.19,-86.05099999999999,0.5734555555,-2751.0,318.0,0.20919566720372668,66.52422217078508
555,PL8.2,-86.0382,0.6705388889999999,-2668.0,71.0,0.20919566720372668,14.852892371464595
556,PL8.20,-86.04999999999998,0.5686111110000001,-2753.0,327.0,0.20919566720372668,68.40698317561862
557,PL8.21,-86.04999999999998,0.557761111,-2758.0,230.0,0.20919566720372668,48.11500345685714
558,PL8.22,-86.04115,0.5529166665,-2768.0,582.0,0.20919566720372668,121.75187831256892
559,PL8.23,-86.04015000000001,0.55,-2708.0,406.0,0.20919566720372668,84.93344088471304
560,PL8.24,-86.04015000000001,0.5382111110000001,-2724.0,201.0,0.20919566720372668,42.04832910794906
561,PL8.25,-86.04204999999999,0.5352944445,-2758.0,360.0,0.20919566720372668,75.3104401933416
562,PL8.3,-86.0382,0.668611111,-2687.0,222.0,0.20919566720372668,46.44143811922732
563,PL8.4,-86.0382,0.6666833335,-2696.0,272.0,0.20919566720372668,56.90122147941366
564,PL8.5,-86.03720000000001,0.6539055555,-2691.0,787.0,0.20919566720372668,164.6369900893329
565,PL8.6,-86.03720000000001,0.6529166665,-2681.0,402.0,0.20919566720372668,84.09665821589812
566,PL8.7,-86.03720000000001,0.6420666665,-2711.0,314.0,0.20919566720372668,65.68743950197018
567,PL8.8,-86.03720000000001,0.638211111,-2721.0,276.0,0.20919566720372668,57.73800414822856
568,PL8.9,-86.03720000000001,0.6352944444999999,-2728.0,423.0,0.20919566720372668,88.48976722717639
569,PL9.1,-86.10195,0.6196,-2717.0,280.0,0.20919566720372668,58.57478681704347
571,PL9.12,-86.08529999999999,0.6029166665,-2743.0,268.0,0.20919566720372668,56.06443881059875
573,PL9.2,-86.09999999999998,0.617622222,-2730.0,260.0,0.20919566720372668,54.390873472968934
574,PL9.3,-86.09205,0.6166833335,-2732.0,410.0,0.20919566720372668,85.77022355352794
575,PL9.4,-86.09015,0.6077611110000001,-2728.0,335.0,0.20919566720372668,70.08054851324843
