,Codigo,lon,lat,Profundidad,Flujo_calor,HFU,Pesos,Flux_x_wts,geometry,Sed_thickness (m),Age (Ma),Etapa_termica,No_etapa,Lister HFU,obs-teo HFU,Clasificador,No_class
27,AL721.4,-86.09205,0.6058333335,-2734.0,908.0,21.68617148316217,0.20919566720372668,189.94966582098385,POINT (-86.09205 0.6058333335),62.0,3.0,Quaternary,1,6.928203230275509,14.757968252886661,Caliente,3
28,AL721.5,-86.09205,0.6058333335,-2723.0,628.0,14.998805827561501,0.20919566720372668,131.37487900394035,POINT (-86.09205 0.6058333335),62.0,3.0,Quaternary,1,6.928203230275509,8.070602597285992,Caliente,3
29,AL721.6,-86.09205,0.6058333335,-2713.0,1398.0,33.38906138046334,0.20919566720372668,292.4555427508098,POINT (-86.09205 0.6058333335),62.0,3.0,Quaternary,1,6.928203230275509,26.460858150187832,Caliente,3
30,AL721.7,-86.09115,0.6058333335,-2708.0,1222.0,29.185574396942922,0.20919566720372668,255.637105322954,POINT (-86.09115 0.6058333335),62.0,3.0,Quaternary,1,6.928203230275509,22.25737116666741,Caliente,3
32,AL721.9,-86.09205,0.606822222,-2719.0,557.0,13.30308096489133,0.20919566720372668,116.52198663247576,POINT (-86.09205 0.606822222),62.0,3.0,Pliocene,2,6.928203230275509,6.374877734615822,Caliente,3
33,AL732.1,-86.12545,0.63915,-2734.0,88.0,2.1017434917602102,0.20919566720372668,18.40921871392795,POINT (-86.12545 0.63915),62.0,2.6,Late Jurassic,10,7.442084075352508,-5.3403405835922975,Frío,1
35,AL732.2,-86.12545,0.637222222,-2745.0,92.0,2.1972772868402197,0.20919566720372668,19.24600138274285,POINT (-86.12545 0.637222222),62.0,2.6,Late Jurassic,10,7.442084075352508,-5.244806788512288,Frío,1
36,AL732.3,-86.12545,0.6362333335,-2768.0,176.0,4.2034869835204205,0.20919566720372668,36.8184374278559,POINT (-86.12545 0.6362333335),62.0,2.6,Late Jurassic,10,7.442084075352508,-3.238597091832087,Frío,1
37,AL732.4,-86.12545,0.6352944444999999,-2769.0,113.0,2.69882971101027,0.20919566720372668,23.63911039402112,POINT (-86.12545 0.6352944444999999),62.0,2.6,Late Jurassic,10,7.442084075352508,-4.743254364342238,Frío,1
38,AL732.5,-86.12545,0.6343055555,-2674.0,251.0,5.9947456412706,0.20919566720372668,52.508112468135394,POINT (-86.12545 0.6343055555),62.0,2.6,Early Cretaceous,9,7.442084075352508,-1.4473384340819075,Neutro,2
39,AL732.6,-86.12545,0.6254333335,-2670.0,92.0,2.1972772868402197,0.20919566720372668,19.24600138274285,POINT (-86.12545 0.6254333335),62.0,3.0,Late Jurassic,10,6.928203230275509,-4.730925943435289,Frío,1
40,AL732.7,-86.1333,0.6244444444999999,-2676.0,193.0,4.609505612610461,0.20919566720372668,40.374763770319255,POINT (-86.13330000000001 0.6244444444999999),74.0,3.0,Late Jurassic,10,6.928203230275509,-2.3186976176650473,Neutro,2
41,AL732.8,-86.1343,0.6244444444999999,-2670.0,1030.0,24.59995223310246,0.20919566720372668,215.4715372198385,POINT (-86.1343 0.6244444444999999),74.0,3.0,Quaternary,1,6.928203230275509,17.67174900282695,Caliente,3
42,AL732.9,-86.1353,0.6234555555,-2672.0,33.0,0.7881538094100788,0.20919566720372668,6.903457017722981,POINT (-86.1353 0.6234555555),74.0,3.0,Late Jurassic,10,6.928203230275509,-6.14004942086543,Frío,1
43,AL734.1,-86.08914999999998,0.5686111110000001,-2721.0,1046.0,24.9820874134225,0.20919566720372668,218.8186678950981,POINT (-86.08914999999998 0.5686111110000001),62.0,3.0,Quaternary,1,6.928203230275509,18.05388418314699,Caliente,3
45,AL734.2,-86.08914999999998,0.5696,-2734.0,1147.0,27.39431573919274,0.20919566720372668,239.94743028267447,POINT (-86.08914999999998 0.5696),62.0,3.0,Quaternary,1,6.928203230275509,20.466112508917234,Caliente,3
46,AL734.3,-86.08914999999998,0.5696,-2734.0,988.0,23.596847384762363,0.20919566720372668,206.68531919728198,POINT (-86.08914999999998 0.5696),62.0,3.0,Quaternary,1,6.928203230275509,16.668644154486856,Caliente,3
48,AL734.5,-86.09015,0.5696,-2745.0,27.0,0.6448531167900645,0.20919566720372668,5.64828301450062,POINT (-86.09014999999999 0.5696),62.0,3.0,Late Jurassic,10,6.928203230275509,-6.283350113485445,Frío,1
52,AL734.9,-86.09999999999998,0.5754333335,-2730.0,239.0,5.708144256030571,0.20919566720372668,49.997764461690686,POINT (-86.09999999999998 0.5754333335),62.0,3.0,Late Jurassic,10,6.928203230275509,-1.220058974244938,Neutro,2
53,AV21-29,-90.4667,-1.8333333330000001,-3334.0,139.0,3.319799379030332,8.744276164961951,1215.4543869297113,POINT (-90.4667 -1.833333333),484.0,15.7,Quaternary,1,3.028526790750413,0.2912725882799192,Neutro,2
54,C11-133,-85.81699999999998,-1.517,-2573.0,101.0,2.4122283257702413,1.2952946877929272,130.82476346708566,POINT (-85.81699999999998 -1.517),183.0,14.3,Quaternary,1,3.173315312087671,-0.7610869863174297,Neutro,2
55,C13-27,-94.4667,4.9833,-3488.0,11.0,0.2627179364700263,5.0069486519190125,55.07643517110914,POINT (-94.4667 4.9833),272.0,12.0,Middle Cretaceous,8,3.4641016151377544,-3.201383678667728,Frío,1
56,C13-28,-94.1333,1.8167,-2659.0,15.0,0.35825173155003587,5.151167122623722,77.26750683935582,POINT (-94.13330000000001 1.8167),162.0,3.7,Miocene,3,6.238502938920436,-5.8802512073704,Frío,1
57,C13-29,-90.9333,4.75,-3034.0,26.0,0.6209696680200621,3.1761792761823786,82.58066118074184,POINT (-90.9333 4.75),188.0,12.8,Miocene,3,3.3541019662496847,-2.7331322982296227,Frío,1
58,C13-30,-87.75,2.8666833335,-2239.0,121.0,2.889897301170289,1.1477032432738214,138.87209243613242,POINT (-87.75 2.8666833335),174.0,7.3,Quaternary,1,4.441399261185632,-1.5515019600153428,Neutro,2
59,C13-31,-85.15,-1.0,-2407.0,24.15,0.5767852877955577,1.3229856612768394,31.950103719835678,POINT (-85.15000000000001 -1),147.0,11.9,Late Jurassic,10,3.47862621391469,-2.9018409261191325,Frío,1
60,C13-32,-82.4333,4.4667,-3550.0,17.0,0.4060186290900406,2.107969716466462,35.835485179929854,POINT (-82.4333 4.4667),117.0,3.9,Late Jurassic,10,6.076436202502,-5.670417573411959,Frío,1
61,C13-6,-95.65,0.1333,-3250.0,136.0,3.248149032720325,11.25414540198156,1530.563774669492,POINT (-95.65000000000001 0.1333),314.0,10.0,Quaternary,1,3.794733192202055,-0.5465841594817302,Neutro,2
62,C13-7,-98.6833,-0.5333,-3254.0,333.0,7.953188440410796,18.069458065508545,6017.129535814344,POINT (-98.6833 -0.5333),208.0,5.8,Quaternary,1,4.982728791224398,2.970459649186398,Neutro,2
63,C13-8,-101.3667,-1.2,-3301.0,78.0,1.8629090040601863,31.898401805166483,2488.075340802985,POINT (-101.3667 -1.2),61.0,1.8,Quaternary,1,8.94427190999916,-7.081362905938973,Frío,1
64,C21-14A,-83.76759999999999,1.1666833335,-3461.0,224.0,5.349892524480535,0.26410855495223645,59.16031630930097,POINT (-83.76759999999999 1.1666833335),269.0,6.8,Late Cretaceous,7,4.6017899330842225,0.7481025913963126,Neutro,2
65,C21-14B,-83.74205,1.1744444445,-3407.0,210.0,5.0155242417005015,0.26410855495223645,55.462796539969645,POINT (-83.74205000000001 1.1744444445),269.0,6.8,Middle Cretaceous,8,4.6017899330842225,0.413734308616279,Neutro,2
66,C21-14C,-83.75099999999998,1.1852944445000002,-3395.0,254.0,6.066395987580607,0.26410855495223645,67.08357295786806,POINT (-83.75099999999998 1.1852944445),269.0,6.8,Oligocene,4,4.6017899330842225,1.4646060544963841,Neutro,2
67,C21-14D,-83.74115,1.191127778,-3446.0,185.0,4.4184380224504425,0.26410855495223645,48.86008266616374,POINT (-83.74115 1.191127778),269.0,6.8,Late Jurassic,10,4.6017899330842225,-0.18335191063377998,Neutro,2
68,C21-14E,-83.74115,1.201927778,-3463.0,155.0,3.7019345593503705,0.26410855495223645,40.93682601759665,POINT (-83.74115 1.201927778),269.0,6.8,Late Jurassic,10,4.6017899330842225,-0.8998553737338519,Neutro,2
69,C21-14F,-83.75,1.2166833334999998,-3480.0,218.0,5.206591831860521,0.26410855495223645,57.575664979587536,POINT (-83.75 1.2166833335),269.0,6.8,Middle Cretaceous,8,4.6017899330842225,0.6048018987762989,Neutro,2
70,C21-14G,-83.75,1.2166833334999998,-3472.0,216.0,5.158824934320516,0.26410855495223645,57.047447869683076,POINT (-83.75 1.2166833335),269.0,6.8,Middle Cretaceous,8,4.6017899330842225,0.5570350012362937,Neutro,2
71,C21-14H,-83.75099999999998,1.2352944445,-3422.0,181.0,4.322904227370432,0.26410855495223645,47.8036484463548,POINT (-83.75099999999998 1.2352944445),258.0,6.5,Late Jurassic,10,4.706787243316417,-0.38388301594598495,Neutro,2
72,C21-14I,-83.75289999999998,1.250988889,-3425.0,196.0,4.681155958920469,0.26410855495223645,51.765276770638344,POINT (-83.75289999999998 1.250988889),258.0,6.5,Late Jurassic,10,4.706787243316417,-0.025631284395948306,Neutro,2
73,C21-15A,-83.7568,1.4009888890000002,-3540.0,162.0,3.8691187007403873,0.3125489538390634,50.63293052192827,POINT (-83.7568 1.400988889),248.0,6.2,Late Jurassic,10,4.819315973414993,-0.9501972726746053,Neutro,2
74,C21-15B,-83.75585000000002,1.3744444445,-3531.0,193.0,4.609505612610461,0.3125489538390634,60.32194809093925,POINT (-83.75585000000002 1.3744444445),250.0,6.2,Late Cretaceous,7,4.819315973414993,-0.2098103608045312,Neutro,2
75,C21-15C,-83.7568,1.3577611109999999,-3497.0,185.0,4.4184380224504425,0.3125489538390634,57.82155646022672,POINT (-83.7568 1.357761111),250.0,6.2,Middle Cretaceous,8,4.819315973414993,-0.40087795096455014,Neutro,2
76,C21-15D,-83.75389999999999,1.35,-3489.0,190.0,4.537855266300454,0.3125489538390634,59.384301229422036,POINT (-83.75389999999999 1.35),250.0,6.2,Late Cretaceous,7,4.819315973414993,-0.2814607071145385,Neutro,2
77,C21-15E,-83.75389999999999,1.3225166665,-3456.0,182.0,4.346787676140435,0.3125489538390634,56.883909598709536,POINT (-83.75389999999999 1.3225166665),250.0,6.5,Middle Cretaceous,8,4.706787243316417,-0.3599995671759819,Neutro,2
78,C21-15F,-83.75585000000002,1.317622222,-3429.0,179.0,4.275137329830428,0.3125489538390634,55.94626273719236,POINT (-83.75585000000002 1.317622222),250.0,6.5,Middle Cretaceous,8,4.706787243316417,-0.43164991348598925,Neutro,2
79,C21-15G,-83.75585000000002,1.2862333335,-3433.0,300.0,7.165034631000717,0.3125489538390634,93.76468615171902,POINT (-83.75585000000002 1.2862333335),258.0,6.5,Miocene,3,4.706787243316417,2.4582473876843,Neutro,2
80,C21-15H,-83.75389999999999,1.267622222,-3459.0,187.0,4.466204919990447,0.3125489538390634,58.44665436790486,POINT (-83.75389999999999 1.267622222),258.0,6.5,Middle Cretaceous,8,4.706787243316417,-0.2405823233259703,Neutro,2
81,C21-15I,-83.75195,1.250988889,-3440.0,192.0,4.585622163840458,0.26410855495223645,50.7088425508294,POINT (-83.75194999999999 1.250988889),258.0,6.5,Late Jurassic,10,4.706787243316417,-0.12116507947595867,Neutro,2
82,C21-16A,-83.65775,1.170538889,-3384.0,180.0,4.29902077860043,0.26410855495223645,47.53953989140256,POINT (-83.65774999999999 1.170538889),276.0,7.1,Late Jurassic,10,4.503519750244809,-0.20449897164437925,Neutro,2
83,C21-16B,-83.68529999999998,1.168611111,-3407.0,174.0,4.155720085980416,0.26410855495223645,45.95488856168914,POINT (-83.68529999999998 1.168611111),276.0,6.8,Late Jurassic,10,4.6017899330842225,-0.44606984710380626,Neutro,2
84,C21-16C,-83.70389999999998,1.1666833335,-3425.0,198.0,4.728922856460473,0.26410855495223645,52.29349388054282,POINT (-83.70389999999998 1.1666833335),276.0,6.8,Early Cretaceous,9,4.6017899330842225,0.1271329233762506,Neutro,2
85,C21-16D,-83.7196,1.157761111,-3437.0,172.0,4.107953188440411,0.26410855495223645,45.42667145178467,POINT (-83.7196 1.157761111),269.0,6.8,Late Jurassic,10,4.6017899330842225,-0.49383674464381144,Neutro,2
86,C21-16E,-83.73624999999998,1.1558333335,-3456.0,195.0,4.657272510150466,0.26410855495223645,51.501168215686114,POINT (-83.73624999999998 1.1558333335),269.0,6.8,Late Jurassic,10,4.6017899330842225,0.055482577066243266,Neutro,2
87,C21-16F,-83.74015,1.1558333335,-3459.0,175.0,4.179603534750418,0.26410855495223645,46.218997116641376,POINT (-83.74015 1.1558333335),269.0,6.8,Late Jurassic,10,4.6017899330842225,-0.4221863983338041,Neutro,2
88,C21-16G,-83.75585000000002,1.1558333335,-3463.0,193.0,4.609505612610461,0.26410855495223645,50.97295110578163,POINT (-83.75585000000002 1.1558333335),269.0,6.8,Late Jurassic,10,4.6017899330842225,0.007715679526238972,Neutro,2
89,C21-16H,-83.7667,1.1558333335,-3459.0,220.0,5.254358729400526,0.26410855495223645,58.103882089492025,POINT (-83.7667 1.1558333335),269.0,6.8,Middle Cretaceous,8,4.6017899330842225,0.6525687963163032,Neutro,2
90,C21-16I,-83.78329999999998,1.1558333335,-3459.0,236.0,5.636493909720564,0.26410855495223645,62.3296189687278,POINT (-83.78329999999998 1.1558333335),269.0,6.5,Oligocene,4,4.706787243316417,0.9297066664041473,Neutro,2
91,C21-16J,-83.8039,1.156822222,-3455.0,226.0,5.39765942202054,0.26410855495223645,59.688533419205434,POINT (-83.8039 1.156822222),253.0,6.5,Late Cretaceous,7,4.706787243316417,0.6908721787041232,Neutro,2
92,C21-16K,-83.82249999999998,1.157761111,-3463.0,230.0,5.49319321710055,0.26410855495223645,60.74496763901439,POINT (-83.82249999999998 1.157761111),253.0,6.5,Late Cretaceous,7,4.706787243316417,0.7864059737841327,Neutro,2
93,C21-17A,-83.80194999999998,1.9420666665000001,-3361.0,14.0,0.33436828278003344,0.3125489538390634,4.375685353746888,POINT (-83.80194999999998 1.9420666665),179.0,4.2,Late Jurassic,10,5.855400437691199,-5.521032154911166,Frío,1
94,C21-17B,-83.80099999999999,1.8352944445,-3179.0,101.0,2.4122283257702413,0.3125489538390634,31.567444337745403,POINT (-83.80099999999999 1.8352944445),193.0,4.5,Late Jurassic,10,5.65685424949238,-3.2446259237221384,Frío,1
95,C21-17C,-83.80099999999999,1.8577611109999999,-3299.0,50.0,1.1941724385001196,0.3125489538390634,15.62744769195317,POINT (-83.80099999999999 1.857761111),193.0,4.5,Late Jurassic,10,5.65685424949238,-4.46268181099226,Frío,1
96,C21-17D,-83.79115,1.8754333335,-3376.0,66.0,1.5763076188201577,0.3125489538390634,20.628230953378186,POINT (-83.79115 1.8754333335),202.0,4.5,Late Jurassic,10,5.65685424949238,-4.080546630672222,Frío,1
97,C21-17E,-83.8176,1.906822222,-3356.0,88.0,2.1017434917602102,0.3125489538390634,27.504307937837574,POINT (-83.8176 1.906822222),179.0,4.5,Late Jurassic,10,5.65685424949238,-3.5551107577321694,Frío,1
98,C21-17F,-83.80874999999997,1.921527778,-3504.0,35.0,0.8359207069500837,0.3125489538390634,10.939213384367221,POINT (-83.80874999999997 1.921527778),179.0,4.5,Late Jurassic,10,5.65685424949238,-4.820933542542296,Frío,1
99,C21-17G,-83.80775,1.9352944445,-3527.0,9.0,0.21495103893002152,0.3125489538390634,2.8129405845515705,POINT (-83.80775 1.9352944445),179.0,4.2,Late Jurassic,10,5.855400437691199,-5.640449398761178,Frío,1
100,C21-17H,-83.80680000000002,1.938211111,-3450.0,11.0,0.2627179364700263,0.3125489538390634,3.4380384922296967,POINT (-83.80680000000002 1.938211111),179.0,4.2,Late Jurassic,10,5.855400437691199,-5.592682501221173,Frío,1
101,C21-17I,-83.80485,1.951927778,-3370.0,23.0,0.5493193217100549,0.3125489538390634,7.188625938298457,POINT (-83.80485 1.951927778),179.0,4.2,Late Jurassic,10,5.855400437691199,-5.3060811159811445,Frío,1
102,C21-17J,-83.80485,1.95875,-3356.0,27.0,0.6448531167900645,0.3125489538390634,8.438821753654711,POINT (-83.80485 1.95875),179.0,4.2,Late Jurassic,10,5.855400437691199,-5.210547320901135,Frío,1
103,C21-17K,-83.80485,1.9725166665,-3122.0,55.0,1.3135896823501314,0.3125489538390634,17.190192461148488,POINT (-83.80485 1.9725166665),179.0,4.2,Late Jurassic,10,5.855400437691199,-4.541810755341068,Frío,1
104,C21-17L,-83.8029,1.991127778,-3277.0,108.0,2.579412467160258,0.3125489538390634,33.755287014618844,POINT (-83.80289999999999 1.991127778),170.0,4.2,Late Jurassic,10,5.855400437691199,-3.275987970530941,Frío,1
105,C21-18A,-83.79015000000003,1.6725166665,-3158.0,60.0,1.4330069262001435,0.3125489538390634,18.752937230343804,POINT (-83.79015000000003 1.6725166665),240.0,5.2,Late Jurassic,10,5.262348115842175,-3.8293411896420317,Frío,1
106,C21-18B,-83.79115,1.700988889,-3101.0,96.0,2.292811081920229,0.3125489538390634,30.00469956855009,POINT (-83.79115 1.700988889),240.0,5.2,Late Jurassic,10,5.262348115842175,-2.969537033921946,Frío,1
107,C21-18C,-83.8029,1.717622222,-3135.0,50.0,1.1941724385001196,0.3125489538390634,15.62744769195317,POINT (-83.80289999999999 1.717622222),227.0,5.2,Late Jurassic,10,5.262348115842175,-4.068175677342055,Frío,1
108,C21-18D,-83.80874999999997,1.7352944444999998,-3197.0,80.0,1.910675901600191,0.3125489538390634,25.003916307125074,POINT (-83.80874999999997 1.7352944445),213.0,4.9,Late Jurassic,10,5.421047417431507,-3.5103715158313156,Frío,1
109,C21-18E,-83.8196,1.750988889,-3158.0,73.0,1.7434917602101745,0.3125489538390634,22.816073630251626,POINT (-83.81959999999999 1.750988889),213.0,4.9,Late Jurassic,10,5.421047417431507,-3.6775556572213324,Frío,1
110,C21-18F,-83.82249999999998,1.7696,-3211.0,65.0,1.5524241700501553,0.3125489538390634,20.31568199953912,POINT (-83.82249999999998 1.7696),213.0,4.9,Late Jurassic,10,5.421047417431507,-3.8686232473813513,Frío,1
111,C21-18G,-83.82249999999998,1.7891499999999998,-3235.0,83.0,1.9823262479101984,0.3125489538390634,25.941563168642265,POINT (-83.82249999999998 1.78915),213.0,4.9,Late Jurassic,10,5.421047417431507,-3.4387211695213082,Frío,1
112,C21-18H,-83.82249999999998,1.791127778,-3211.0,24.0,0.5732027704800573,0.3125489538390634,7.501174892137523,POINT (-83.82249999999998 1.791127778),213.0,4.9,Late Jurassic,10,5.421047417431507,-4.847844646951449,Frío,1
113,C21-18I,-83.82345000000002,1.820538889,-3233.0,76.0,1.8151421065201816,0.3125489538390634,23.753720491768817,POINT (-83.82345000000002 1.820538889),193.0,4.9,Late Jurassic,10,5.421047417431507,-3.605905310911325,Frío,1
114,C21-19A,-83.80680000000002,1.520538889,-3375.0,133.0,3.176498686410318,0.3125489538390634,41.569010860595434,POINT (-83.80680000000002 1.520538889),241.0,5.7,Late Jurassic,10,5.026246899500346,-1.8497482130900278,Neutro,2
115,C21-19B,-83.80680000000002,1.5,-3390.0,180.0,4.29902077860043,0.3125489538390634,56.25881169103141,POINT (-83.80680000000002 1.5),241.0,5.7,Middle Cretaceous,8,5.026246899500346,-0.7272261208999158,Neutro,2
116,C21-19C,-83.80194999999998,1.4862333335,-3358.0,178.0,4.251253881060426,0.3125489538390634,55.63371378335329,POINT (-83.80194999999998 1.4862333335),241.0,5.7,Middle Cretaceous,8,5.026246899500346,-0.7749930184399201,Neutro,2
117,C21-19D,-83.82055,1.4019277780000001,-3520.0,160.0,3.821351803200382,0.3125489538390634,50.00783261425015,POINT (-83.82055 1.401927778),233.0,6.0,Late Jurassic,10,4.898979485566356,-1.0776276823659736,Neutro,2
118,C21-19E,-83.82055,1.418611111,-3489.0,160.0,3.821351803200382,0.3125489538390634,50.00783261425015,POINT (-83.82055 1.418611111),233.0,6.0,Late Jurassic,10,4.898979485566356,-1.0776276823659736,Neutro,2
119,C21-19F,-83.82249999999998,1.4254333335,-3450.0,180.0,4.29902077860043,0.3125489538390634,56.25881169103141,POINT (-83.82249999999998 1.4254333335),233.0,6.0,Middle Cretaceous,8,4.898979485566356,-0.5999587069659258,Neutro,2
120,C21-19G,-83.82544999999998,1.440138889,-3388.0,178.0,4.251253881060426,0.3125489538390634,55.63371378335329,POINT (-83.82544999999998 1.440138889),233.0,5.7,Middle Cretaceous,8,5.026246899500346,-0.7749930184399201,Neutro,2
121,C21-6,-83.74700000000001,1.192,-3305.0,200.0,4.776689754000478,0.26410855495223645,52.82171099044729,POINT (-83.74700000000001 1.192),269.0,6.8,Early Cretaceous,9,4.6017899330842225,0.17489982091625578,Neutro,2
122,C21-7,-83.80299999999998,1.925,-3431.0,30.0,0.7165034631000717,0.3125489538390634,9.376468615171902,POINT (-83.80299999999998 1.925),179.0,4.5,Late Jurassic,10,5.65685424949238,-4.940350786392308,Frío,1
123,C21-TG6,-83.74115,1.188211111,-3375.0,200.0,4.776689754000478,0.26410855495223645,52.82171099044729,POINT (-83.74115 1.188211111),269.0,6.8,Early Cretaceous,9,4.6017899330842225,0.17489982091625578,Neutro,2
124,C21-TG7,-83.80194999999998,1.921527778,-3504.0,30.0,0.7165034631000717,0.3125489538390634,9.376468615171902,POINT (-83.80194999999998 1.921527778),179.0,4.5,Late Jurassic,10,5.65685424949238,-4.940350786392308,Frío,1
125,C8-78,-86.84999999999998,-1.4169999999999998,-2180.0,31.0,0.7403869118700741,1.6983437243866222,52.64865545598529,POINT (-86.84999999999998 -1.417),255.0,12.2,Early Cretaceous,9,3.435590005883209,-2.695203094013135,Frío,1
126,C9-45,-78.733,6.832999999999998,-3250.0,272.0,6.49629806544065,8.351515414912214,2271.6121928561224,POINT (-78.733 6.832999999999999),681.0,47.1,Quaternary,1,1.748520757887744,4.747777307552906,Neutro,2
